,acc,loss,val_acc,val_loss
60,0.890289874145,0.0598750688241,0.626986406548,0.108336630781
61,0.893711383381,0.0570588160018,0.619474125887,0.111836790552
62,0.89843180473,0.055651429896,0.637676953667,0.106563662792
63,0.899002054037,0.0541901150422,0.656168723995,0.103295517468
64,0.895675586291,0.0573037948324,0.627275338384,0.109417750971
65,0.906447012055,0.0490574550988,0.595492611487,0.115732100099
66,0.911357513759,0.0481179248236,0.64865643722,0.104389148601
67,0.916521463769,0.0481625515224,0.596937283155,0.118050947406
68,0.917947090325,0.0459110583253,0.629297869566,0.108332674756
69,0.921590367645,0.0457258714142,0.639121624336,0.106573899205
70,0.920386504054,0.0458447902981,0.628142140825,0.110673965242
71,0.919309361393,0.0481941641246,0.650678976436,0.105450440006
72,0.925297006363,0.0415409184699,0.657324450859,0.105054804626
73,0.92786313782,0.042432202696,0.657035520365,0.1032543044
74,0.933217170876,0.0386794034112,0.630742545436,0.1101165455
75,0.930175827627,0.0408078778798,0.646922835481,0.106491482781
76,0.9340408693,0.0384229036957,0.672926883689,0.100542070989
77,0.936353554481,0.0371211120018,0.643744564141,0.106552613153
78,0.9413907804,0.0350762020632,0.665125666706,0.10380803237
79,0.941961034927,0.0343529555481,0.61600692017,0.115296284584
80,0.940440361915,0.0371749953802,0.646056037285,0.107963310933
81,0.938666244401,0.0370813473983,0.672060078226,0.103114293039
82,0.947093299144,0.032303579449,0.678127691671,0.100483964243
83,0.944051954215,0.032904340529,0.657035515629,0.105061977327
84,0.942372882874,0.0354818454574,0.642877762647,0.107764028282
85,0.946364644617,0.0320970699526,0.671482215328,0.101604999929
86,0.947093298729,0.033054000278,0.698064128259,0.0980957638073
87,0.946934897794,0.0332511121505,0.658191253257,0.104822720201
88,0.949152543185,0.0309296476177,0.675527285717,0.102284299153
89,0.953397750052,0.0283604415317,0.685062103105,0.0998347346251
90,0.953904640707,0.0289650117287,0.671193278893,0.102453741639
91,0.95976556336,0.0254344993073,0.693152250495,0.0980101046113
92,0.959068589424,0.0252233496379,0.665414602847,0.104408813017
93,0.957199432233,0.027293729219,0.668881809942,0.103907494441
94,0.954728338187,0.0289476781142,0.683906368388,0.0994195649042
95,0.963282117484,0.022816874981,0.684773174231,0.099456434661
96,0.958656740778,0.0277521442255,0.680439163394,0.100146313051
97,0.957389512512,0.0276964035202,0.684773168685,0.0998873408347
98,0.958466656722,0.0261622470251,0.54117305095,0.141182923969
99,0.955773801296,0.0279420229214,0.683906370489,0.10049678602
